vx1ActNum,hteAcctNum,hteCustNum,hteLOCID
3053438,1097933-19613,1097933,19613
3053439,1097963-2335,1097963,2335
3053440,1098023-19242,1098023,19242
3053441,1098043-6280,1098043,6280
3053442,1098093-48783,1098093,48783
3053443,1098143-47507,1098143,47507
3053444,1098173-34033,1098173,34033
3053445,1098183-32380,1098183,32380
3053446,1098233-18549,1098233,18549
3053447,1098253-18241,1098253,18241
3053448,1098263-20000,1098263,20000
3053449,1098293-8205,1098293,8205
3053450,1098373-8399,1098373,8399
3053451,1098423-42967,1098423,42967
3053452,1098473-48751,1098473,48751
3053453,1098523-7674,1098523,7674
3053454,1098573-29488,1098573,29488
3053455,1098623-586,1098623,586
3053456,1098663-33381,1098663,33381
3053457,1098713-26955,1098713,26955
3053458,1098733-17239,1098733,17239
3053459,1098763-22596,1098763,22596
3053460,1098803-16088,1098803,16088
3053461,1098863-44035,1098863,44035
3053462,1098903-16417,1098903,16417
3053463,1098933-43568,1098933,43568
3053464,1098973-24963,1098973,24963
3053465,1099023-30873,1099023,30873
3053466,1099043-4898,1099043,4898
3053467,1099103-20667,1099103,20667
3053468,1099153-10221,1099153,10221
3053469,1099213-21495,1099213,21495
3053470,1099243-26598,1099243,26598
3053471,1099293-21244,1099293,21244
3053472,1099373-48403,1099373,48403
3053473,1099453-1440,1099453,1440
3053474,1099493-968,1099493,968
3053475,1099533-9865,1099533,9865
3053476,1099573-23127,1099573,23127
3053477,1099603-47896,1099603,47896
3053478,1099643-15442,1099643,15442
3053479,1099683-26506,1099683,26506
3053480,1099733-19663,1099733,19663
3053481,1099773-11699,1099773,11699
3053482,1099803-42754,1099803,42754
3053483,1099843-32934,1099843,32934
3053484,1099883-17668,1099883,17668
3053485,1099903-8751,1099903,8751
3053486,1099943-47678,1099943,47678
3053487,1099963-6514,1099963,6514
3053488,1099993-41671,1099993,41671
3053489,1100103-23684,1100103,23684
3053490,1100153-31438,1100153,31438
3053491,1100203-4741,1100203,4741
3053492,1100253-21536,1100253,21536
3053493,1100283-40930,1100283,40930
3053494,1100313-43918,1100313,43918
3053495,1100383-9816,1100383,9816
3053496,1100423-20042,1100423,20042
3053497,1100463-35745,1100463,35745
3053498,1100513-23228,1100513,23228
3053499,1100563-10549,1100563,10549
3053500,1100583-45280,1100583,45280
3053501,1100623-35159,1100623,35159
3053502,1100663-44614,1100663,44614
3053503,1100703-19854,1100703,19854
3053504,1100773-14346,1100773,14346
3053505,1100833-15083,1100833,15083
3053506,1100883-43372,1100883,43372
3053507,1100933-10490,1100933,10490
3053508,1100983-10920,1100983,10920
3053509,1101043-36392,1101043,36392
3053510,1101083-26596,1101083,26596
3053511,1101133-23613,1101133,23613
3053512,1101163-49324,1101163,49324
3053513,1101203-16448,1101203,16448
3053514,1101243-21905,1101243,21905
3053515,1101293-24374,1101293,24374
3053516,1101353-13169,1101353,13169
3053517,1101383-39521,1101383,39521
3053518,1101443-36285,1101443,36285
3053519,1101483-51071,1101483,51071
3053520,1101523-16955,1101523,16955
3053521,1101573-11598,1101573,11598
3053522,1101603-18851,1101603,18851
3053523,1101633-20732,1101633,20732
3053524,1101683-39416,1101683,39416
3053525,1101723-2758,1101723,2758
3053526,1101743-20552,1101743,20552
3053527,1101763-21789,1101763,21789
3053528,1101803-41894,1101803,41894
3053529,1101853-30989,1101853,30989
3053530,1101893-34675,1101893,34675
3053531,1101943-18006,1101943,18006
3053532,1101993-13855,1101993,13855
3053533,1102053-29264,1102053,29264
3053534,1102053-31687,1102053,31687
3053535,1102103-2258,1102103,2258
3053536,1102143-32511,1102143,32511
3053537,1102193-47679,1102193,47679
3053538,1102243-42907,1102243,42907
3053539,1102293-16483,1102293,16483
3053540,1102303-51664,1102303,51664
3053541,1102313-25515,1102313,25515
3053542,1102363-521,1102363,521
3053543,1102393-173,1102393,173
3053544,1102393-30571,1102393,30571
3053545,1102443-31651,1102443,31651
3053546,1102483-39065,1102483,39065
3053547,1102533-44819,1102533,44819
3053548,1102573-11426,1102573,11426
3053549,1102593-30400,1102593,30400
3053550,1102633-41213,1102633,41213
3053551,1102683-10923,1102683,10923
3053552,1102733-24591,1102733,24591
3053553,1102793-23503,1102793,23503
3053554,1102843-26850,1102843,26850
3053555,1102893-21942,1102893,21942
3053556,1102933-30825,1102933,30825
3053557,1102973-33935,1102973,33935
3053558,1103033-1848,1103033,1848
3053559,1103063-30613,1103063,30613
3053560,1103113-7957,1103113,7957
3053561,1103163-45333,1103163,45333
3053562,1103213-47680,1103213,47680
3053563,1103263-4233,1103263,4233
3053564,1103313-9648,1103313,9648
3053565,1103393-29093,1103393,29093
3053566,1103433-13303,1103433,13303
3053567,1103483-48416,1103483,48416
3053568,1103533-17961,1103533,17961
3053569,1103583-20907,1103583,20907
3053570,1103633-32180,1103633,32180
3053571,1103683-30016,1103683,30016
3053572,1103723-3337,1103723,3337
3053573,1103743-45249,1103743,45249
3053574,1103763-31630,1103763,31630
3053575,1103763-33816,1103763,33816
3053576,1103783-13930,1103783,13930
3053577,1103823-48834,1103823,48834
3053578,1103863-8726,1103863,8726
3053579,1103913-48401,1103913,48401
3053580,1103943-40362,1103943,40362
3053581,1103983-41734,1103983,41734
3053582,1104043-24234,1104043,24234
3053583,1104083-1305,1104083,1305
3053584,1104123-28862,1104123,28862
3053585,1104153-27792,1104153,27792
3053586,1104173-39714,1104173,39714
3053587,1104193-11045,1104193,11045
3053588,1104233-43505,1104233,43505
3053589,1104283-39338,1104283,39338
3053590,1104333-7761,1104333,7761
3053591,1104363-17753,1104363,17753
3053592,1104403-45295,1104403,45295
3053593,1104433-3679,1104433,3679
3053594,1104473-24539,1104473,24539
3053595,1104523-7036,1104523,7036
3053596,1104573-37401,1104573,37401
3053597,1104613-13258,1104613,13258
3053598,1104663-546,1104663,546
3053599,1104693-49345,1104693,49345
3053600,1104733-23655,1104733,23655
3053601,1104773-46767,1104773,46767
3053602,1104773-46771,1104773,46771
3053603,1104773-46776,1104773,46776
3053604,1104773-46778,1104773,46778
3053605,1104843-20240,1104843,20240
3053606,1104893-26680,1104893,26680
3053607,1104943-5330,1104943,5330
3053608,1104973-42387,1104973,42387
3053609,1104973-42413,1104973,42413
3053610,1104973-42434,1104973,42434
3053611,1104973-42444,1104973,42444
3053612,1104983-25660,1104983,25660
3053613,1105053-10266,1105053,10266
3053614,1105103-36642,1105103,36642
3053615,1105143-46780,1105143,46780
3053616,1105183-48539,1105183,48539
3053617,1105233-43973,1105233,43973
3053618,1105293-24771,1105293,24771
3053619,1105313-30202,1105313,30202
3053620,1105353-11447,1105353,11447
3053621,1105383-20080,1105383,20080
3053622,1105413-47729,1105413,47729
3053623,1105463-5662,1105463,5662
3053624,1105513-19429,1105513,19429
3053625,1105563-1783,1105563,1783
3053626,1105603-43976,1105603,43976
3053627,1105643-20215,1105643,20215
3053628,1105693-24832,1105693,24832
3053629,1105743-45184,1105743,45184
3053630,1105773-13644,1105773,13644
3053631,1105953-37296,1105953,37296
3053632,1106003-20882,1106003,20882
3053633,1106023-47880,1106023,47880
3053634,1106043-31684,1106043,31684
3053635,1106063-35270,1106063,35270
3053636,1106103-44892,1106103,44892
3053637,1106143-10123,1106143,10123
3053638,1106183-2410,1106183,2410
3053639,1106233-21086,1106233,21086
3053640,1106253-30419,1106253,30419
3053641,1145503-50124,1145503,50124
3053642,1145553-7895,1145553,7895
3053643,1145603-13925,1145603,13925
3053644,1145643-9558,1145643,9558
3053645,1145693-9913,1145693,9913
3053646,1145743-31315,1145743,31315
3053647,1145773-49532,1145773,49532
3053648,1145813-9611,1145813,9611
3053649,1145853-20717,1145853,20717
3053650,1145903-24302,1145903,24302
3053651,1145933-49464,1145933,49464
3053652,1145973-30682,1145973,30682
3053653,1146023-10599,1146023,10599
3053654,1146053-16243,1146053,16243
3053655,1146083-25936,1146083,25936
3053656,1146123-33660,1146123,33660
3053657,1146163-28803,1146163,28803
3053658,1146213-49533,1146213,49533
3053659,1146263-40281,1146263,40281
3053660,1146313-9973,1146313,9973
3053661,1146393-45054,1146393,45054
3053662,1146423-40064,1146423,40064
3053663,1146473-25629,1146473,25629
3053664,1146513-13239,1146513,13239
3053665,1146553-16782,1146553,16782
3053666,1146613-16372,1146613,16372
3053667,1146653-37321,1146653,37321
3053668,1146683-48601,1146683,48601
3053669,1146743-40443,1146743,40443
3053670,1146763-26976,1146763,26976
3053671,1146793-22687,1146793,22687
3053672,1146843-12974,1146843,12974
3053673,1146893-19446,1146893,19446
3053674,1146943-21444,1146943,21444
3053675,1146993-47855,1146993,47855
3053676,1147083-24133,1147083,24133
3053677,1147123-20739,1147123,20739
3053678,1147163-41775,1147163,41775
3053679,1147203-44188,1147203,44188
3053680,1147243-9217,1147243,9217
3053681,1147293-18887,1147293,18887
3053682,1147323-17682,1147323,17682
3053683,1147413-41788,1147413,41788
3053684,1147453-27959,1147453,27959
3053685,1147493-35688,1147493,35688
3053686,1147523-6603,1147523,6603
3053687,1147573-11643,1147573,11643
3053688,1147613-44009,1147613,44009
3053689,1147653-25438,1147653,25438
3053690,1147703-16839,1147703,16839
3053691,1147723-25825,1147723,25825
3053692,1147763-31659,1147763,31659
3053693,1147803-47820,1147803,47820
3053694,1147853-30792,1147853,30792
3053695,1147893-47823,1147893,47823
3053696,1147943-6422,1147943,6422
3053697,1147973-16681,1147973,16681
3053698,1148043-46110,1148043,46110
3053699,1148063-6143,1148063,6143
3053700,1148103-42960,1148103,42960
3053701,1148153-10407,1148153,10407
3053702,1148193-10239,1148193,10239
3053703,1148243-44468,1148243,44468
3053704,1148273-45316,1148273,45316
3053705,1148303-48419,1148303,48419
3053706,1148343-21925,1148343,21925
3053707,1148373-34033,1148373,34033
3053708,1148413-16993,1148413,16993
3053709,1148453-24447,1148453,24447
3053710,1148493-33692,1148493,33692
3053711,1148543-25372,1148543,25372
3053712,1148583-21411,1148583,21411
3053713,1148633-49420,1148633,49420
3053714,1148683-4986,1148683,4986
3053715,1148733-49529,1148733,49529
3053716,1148753-16377,1148753,16377
3053717,1148783-49704,1148783,49704
3053718,1148813-35203,1148813,35203
3053719,1148863-26138,1148863,26138
3053720,1148913-1502,1148913,1502
3053721,1148963-32234,1148963,32234
3053722,1149003-42904,1149003,42904
3053723,1149023-43558,1149023,43558
3053724,1149053-20281,1149053,20281
3053725,1149103-43472,1149103,43472
3053726,1149143-28913,1149143,28913
3053727,1149183-27838,1149183,27838
3053728,1149193-16578,1149193,16578
3053729,1149213-17658,1149213,17658
3053730,1149253-44573,1149253,44573
3053731,1149293-39374,1149293,39374
3053732,1149343-21004,1149343,21004
3053733,1149403-45350,1149403,45350
3053734,1149453-19025,1149453,19025
3053735,1149503-48578,1149503,48578
3053736,1149543-26338,1149543,26338
3053737,1149573-37010,1149573,37010
3053738,1149613-235,1149613,235
3053739,1149663-14587,1149663,14587
3053740,1149693-20561,1149693,20561
3053741,1149733-2415,1149733,2415
3053742,1149753-9684,1149753,9684
3053743,1149783-23900,1149783,23900
3053744,1149823-797,1149823,797
3053745,1149873-3450,1149873,3450
3053746,1149923-39589,1149923,39589
3053747,1149973-45024,1149973,45024
3053748,1150033-6322,1150033,6322
3053749,1150053-586,1150053,586
3053750,1150103-47791,1150103,47791
3053751,1150153-40773,1150153,40773
3053752,1150203-48713,1150203,48713
3053753,1150253-3366,1150253,3366
3053754,1150303-45150,1150303,45150
3053755,1150353-1617,1150353,1617
3053756,1150383-10988,1150383,10988
3053757,1150423-6274,1150423,6274
3053758,1150473-34480,1150473,34480
3053759,1150503-34049,1150503,34049
3053760,1150553-43186,1150553,43186
3053761,1150603-2323,1150603,2323
3053762,1150643-15275,1150643,15275
3053763,1150693-49422,1150693,49422
3053764,1150733-39941,1150733,39941
3053765,1150813-10216,1150813,10216
3053766,1150873-37288,1150873,37288
3053767,1150913-19868,1150913,19868
3053768,1150963-13294,1150963,13294
3053769,1151013-11496,1151013,11496
3053770,1151043-5629,1151043,5629
3053771,1151093-49714,1151093,49714
3053772,1151103-51448,1151103,51448
3053773,1151103-51450,1151103,51450
3053774,1151143-49469,1151143,49469
3053775,1151193-49769,1151193,49769
3053776,1151233-10285,1151233,10285
3053777,1151253-20225,1151253,20225
3053778,1151303-36319,1151303,36319
3053779,1151353-49596,1151353,49596
3053780,1151383-43126,1151383,43126
3053781,1151413-49409,1151413,49409
3053782,1151443-37293,1151443,37293
3053783,1151473-18024,1151473,18024
3053784,1151653-10447,1151653,10447
3053785,1151703-40475,1151703,40475
3053786,1151763-25488,1151763,25488
3053787,1151793-16092,1151793,16092
3053788,1151823-23697,1151823,23697
3053789,1151873-49715,1151873,49715
3053790,1151933-39250,1151933,39250
3053791,1151973-4640,1151973,4640
3053792,1152023-21788,1152023,21788
3053793,1152063-3004,1152063,3004
3053794,1152113-49991,1152113,49991
3053795,1152163-33417,1152163,33417
3053796,1152203-13590,1152203,13590
3053797,1152253-14327,1152253,14327
3053798,1152313-44540,1152313,44540
3053799,1152353-24165,1152353,24165
3053800,1152383-6794,1152383,6794
3053801,1152423-15358,1152423,15358
3053802,1152473-47356,1152473,47356
3053803,1152513-26330,1152513,26330
3053804,1152563-2440,1152563,2440
3053805,1152613-43097,1152613,43097
3053806,1152663-8661,1152663,8661
3053807,1152713-8464,1152713,8464
3053808,1152773-2706,1152773,2706
3053809,1152813-6057,1152813,6057
3053810,1152863-34230,1152863,34230
3053811,1152913-42845,1152913,42845
3053812,1152963-47449,1152963,47449
3053813,1153013-23147,1153013,23147
3053814,1153043-1993,1153043,1993
3053815,1153083-19597,1153083,19597
3053816,1153123-43918,1153123,43918
3053817,1153163-23101,1153163,23101
3053818,1153213-7406,1153213,7406
3053819,1153263-15862,1153263,15862
3053820,1153313-14587,1153313,14587
3053821,1153353-10498,1153353,10498
3053822,1153383-23458,1153383,23458
3053823,1153413-2701,1153413,2701
3053824,1153453-23271,1153453,23271
3053825,1153493-32216,1153493,32216
3053826,1153543-18781,1153543,18781
3053827,1153583-14229,1153583,14229
3053828,1153633-47797,1153633,47797
3053829,1153683-13857,1153683,13857
3053830,1153733-8636,1153733,8636
3053831,1153813-25737,1153813,25737
3053832,1153863-26674,1153863,26674
3053833,1153913-11103,1153913,11103
3053834,1153953-49561,1153953,49561
3053835,1154003-27376,1154003,27376
3053836,1154003-34498,1154003,34498
3053837,1154023-13864,1154023,13864
3053838,1154053-35827,1154053,35827
3053839,1154103-14733,1154103,14733
3053840,1154153-28212,1154153,28212
3053841,1154213-19972,1154213,19972
3053842,1154273-6090,1154273,6090
3053843,1154313-18126,1154313,18126
3053844,1154363-7130,1154363,7130
3053845,1154403-9885,1154403,9885
3053846,1154453-34418,1154453,34418
3053847,1154493-44516,1154493,44516
3053848,1154533-49823,1154533,49823
3053849,1154583-27160,1154583,27160
3053850,1154633-49490,1154633,49490
3053851,1154683-29733,1154683,29733
3053852,1154723-20754,1154723,20754
3053853,1154813-51463,1154813,51463
3053854,1154853-9525,1154853,9525
3053855,1154903-28569,1154903,28569
3053856,1154943-26370,1154943,26370
3053857,1154983-29422,1154983,29422
3053858,1154983-29427,1154983,29427
3053859,1154983-29436,1154983,29436
3053860,1154983-29439,1154983,29439
3053861,1154983-29441,1154983,29441
3053862,1154983-29443,1154983,29443
3053863,1155023-19021,1155023,19021
3053864,1155053-21986,1155053,21986
